Status,Adult Mortality,BMI,HIV/AIDS,Diphtheria,thinness  1-19 years,Polio,GDP,Alcohol,Income composition of resources,Schooling,Life expectancy
0,112.0,57.9,0.1,83.0,4.9,83.0,5334.93329,2.26,0.0,14.9,72.7
0,484.0,32.6,9.3,93.0,5.5,9.0,173.82893,3.755,0.495,10.7,53.7
0,522.0,32.0,9.4,93.0,5.8,9.0,1174.839214,0.01,0.491,10.8,52.1
0,518.0,31.4,9.6,93.0,6.1,9.0,1196.1335,0.01,0.484,11.1,52.1
0,513.0,3.8,9.0,95.0,6.4,93.0,1281.516,0.01,0.479,11.0,52.2
0,52.0,3.2,10.5,96.0,6.8,95.0,1352.38433,2.39,0.469,11.0,52.3
0,527.0,29.7,13.4,93.0,7.2,92.0,1173.26212,2.71,0.464,10.9,51.1
0,566.0,29.2,18.2,91.0,7.6,89.0,923.136931,2.75,0.453,10.8,49.4
0,592.0,28.8,27.3,88.0,8.0,86.0,934.428563,2.75,0.447,10.7,47.8
0,633.0,28.3,30.0,88.0,8.4,87.0,918.432717,2.69,0.44,10.6,46.2
0,654.0,27.9,34.1,89.0,8.8,88.0,915.775754,2.61,0.437,10.7,45.3
0,675.0,27.4,34.8,89.0,9.3,88.0,862.9463118,2.67,0.437,10.7,44.5
0,666.0,26.9,34.6,9.0,9.7,89.0,781.5145936,1.8,0.439,10.7,44.8
0,648.0,26.4,33.8,9.0,1.2,9.0,63.636279,1.99,0.44,10.5,45.5
0,622.0,25.9,32.5,84.0,1.6,84.0,47.89395,2.95,0.446,10.4,46.4
0,586.0,25.4,31.2,78.0,11.1,78.0,437.819184,2.86,0.443,10.3,47.8
0,543.0,24.9,29.8,83.0,11.5,82.0,474.8197876,3.1,0.445,9.6,49.3
0,259.0,27.3,0.9,52.0,6.5,52.0,452.38717,3.755,0.427,9.9,61.4
0,329.0,26.7,0.9,5.0,6.7,49.0,458.4651734,0.01,0.426,9.9,58.1
0,258.0,26.1,1.1,76.0,6.8,75.0,454.1222236,0.01,0.419,9.8,61.1
0,261.0,25.6,1.2,8.0,7.0,8.0,415.361958,0.01,0.416,9.6,67.0
0,266.0,25.0,1.5,77.0,7.2,77.0,379.689583,3.72,0.406,9.5,62.0
0,272.0,24.5,1.8,7.0,7.4,71.0,327.42597,3.64,0.403,9.6,59.7
0,277.0,24.0,2.1,81.0,7.6,84.0,33.667491,3.75,0.4,9.7,59.2
0,281.0,23.4,2.4,75.0,7.7,79.0,232.61732,3.88,0.394,9.8,58.6
0,286.0,22.9,2.8,65.0,7.9,67.0,21.3733292,4.03,0.383,9.9,57.9
0,32.0,22.4,3.0,6.0,8.1,66.0,178.92799,4.05,0.377,10.0,56.7
0,316.0,22.0,3.1,6.0,8.3,66.0,168.648254,4.19,0.372,10.1,55.3
0,329.0,21.5,3.2,31.0,8.5,47.0,149.4452549,4.24,0.335,10.2,54.0
0,42.0,21.1,3.2,35.0,8.7,49.0,133.494518,4.21,0.373,10.3,50.0
0,371.0,2.7,3.1,39.0,8.8,51.0,177.285187,4.27,0.376,10.4,56.0
0,333.0,2.4,3.1,42.0,9.0,54.0,174.1815473,4.4,0.386,10.5,51.5
0,39.0,2.2,3.1,46.0,9.2,56.0,183.4149991,4.46,0.338,8.7,51.9
0,138.0,64.8,0.1,97.0,5.8,97.0,1766.947595,3.755,0.719,13.4,72.7
0,143.0,63.8,0.1,94.0,5.7,94.0,1766.947595,0.01,0.73,13.4,72.4
0,134.0,62.8,0.1,96.0,5.7,96.0,1766.947595,0.01,0.735,13.4,72.9
0,133.0,61.8,0.1,98.0,5.6,98.0,1766.947595,0.01,0.706,13.7,72.9
0,161.0,6.9,0.1,98.0,5.6,98.0,562.549434,0.01,0.756,14.0,71.3
0,132.0,59.9,0.1,98.0,5.6,98.0,1212.56217,0.01,0.755,14.3,72.8
0,132.0,59.0,0.1,98.0,5.6,98.0,1296.97353,0.01,0.757,14.6,72.7
0,132.0,58.2,0.1,98.0,5.5,98.0,14396.4865,0.01,0.757,14.8,72.6
0,132.0,57.4,0.1,98.0,5.5,98.0,1138.56661,0.01,0.756,15.1,72.5
0,134.0,56.7,0.1,98.0,5.5,98.0,9344.987518,0.01,0.752,15.4,72.2
0,138.0,56.0,0.1,98.0,5.5,98.0,8171.361651,0.01,0.748,15.7,71.9
0,141.0,55.3,0.1,97.0,5.5,97.0,586.8364,0.01,0.747,15.9,71.5
0,144.0,54.6,0.1,95.0,5.6,95.0,4676.96753,0.01,0.74,16.0,71.3
0,146.0,54.0,0.1,93.0,5.6,93.0,375.442638,0.01,0.736,15.8,71.1
0,147.0,53.4,0.1,94.0,5.6,94.0,6269.58123,0.01,0.732,15.7,71.0
0,148.0,52.8,0.1,94.0,5.7,94.0,7145.628494,0.01,0.727,15.5,78.0
1,165.0,62.4,0.1,93.0,2.6,93.0,14252.42853,3.755,0.846,16.5,73.6
1,169.0,61.9,0.1,93.0,2.6,93.0,16554.97139,15.19,0.841,16.5,73.4
1,178.0,61.4,0.1,93.0,2.7,93.0,15712.82376,15.04,0.834,16.4,73.0
1,176.0,6.9,0.1,93.0,2.7,93.0,14341.836,15.14,0.83,16.5,73.0
1,18.0,6.5,0.1,92.0,2.7,92.0,14357.73679,12.66,0.826,16.7,72.8
1,188.0,6.0,0.1,95.0,2.8,95.0,11984.86857,12.9,0.824,16.8,72.4
1,192.0,59.7,0.1,98.0,2.8,98.0,11837.3913,12.4,0.825,16.6,72.2
1,224.0,59.3,0.1,96.0,2.9,96.0,14961.56818,13.3,0.82,16.5,71.1
1,24.0,59.0,0.1,95.0,2.9,95.0,12297.91535,13.4,0.812,16.4,72.0
1,229.0,58.7,0.1,94.0,3.0,94.0,924.642548,12.7,0.807,16.4,76.0
1,222.0,58.4,0.1,94.0,3.0,93.0,7863.1629,12.3,0.798,16.2,78.0
1,24.0,58.1,0.1,94.0,3.1,9.0,676.966998,12.1,0.792,16.3,71.6
1,22.0,57.8,0.1,94.0,3.2,91.0,555.535669,11.29,0.78,15.8,71.6
1,22.0,57.5,0.1,95.0,3.3,97.0,4146.987928,11.0,0.77,15.3,71.4
1,21.0,57.2,0.1,95.0,3.3,97.0,353.147337,10.2,0.757,14.7,71.2
1,2.0,56.9,0.1,94.0,3.4,92.0,3297.35471,9.87,0.745,14.0,71.6
1,63.0,61.3,0.1,99.0,1.0,99.0,1199.8223,3.755,0.896,13.9,82.0
1,65.0,6.9,0.1,99.0,1.0,99.0,119172.7418,11.12,0.892,13.9,81.7
1,68.0,6.5,0.1,99.0,0.9,99.0,113751.85,11.02,0.892,13.9,81.4
1,7.0,6.1,0.1,99.0,0.9,99.0,16749.136,11.34,0.892,13.9,81.1
1,72.0,59.6,0.1,99.0,0.9,96.0,115761.577,11.5,0.894,13.9,88.0
1,73.0,59.2,0.1,99.0,0.9,96.0,14965.361,11.36,0.884,13.7,86.0
1,76.0,58.8,0.1,99.0,0.9,96.0,13198.6693,11.42,0.888,13.5,83.0
1,8.0,58.4,0.1,99.0,0.9,96.0,114293.8433,11.53,0.887,13.5,80.0
1,82.0,57.9,0.1,99.0,0.9,96.0,1618.4928,11.75,0.877,13.5,79.7
1,85.0,57.5,0.1,99.0,0.9,99.0,89739.7117,11.98,0.88,13.5,79.4
1,9.0,57.0,0.1,99.0,1.0,99.0,8289.69641,11.84,0.874,13.5,78.8
1,92.0,56.4,0.1,99.0,1.0,99.0,75716.3518,12.42,0.867,13.5,78.7
1,92.0,55.8,0.1,98.0,1.0,99.0,65445.8853,12.61,0.865,13.6,78.6
1,95.0,55.2,0.1,99.0,1.0,99.0,5293.64115,12.91,0.86,13.5,78.3
1,96.0,54.6,0.1,99.0,1.0,99.0,48179.4285,12.89,0.854,13.4,78.0
1,98.0,54.0,0.1,99.0,1.0,99.0,48735.99549,13.14,0.848,13.5,77.8
0,22.0,2.5,0.3,69.0,7.1,71.0,41.8575951,3.755,0.511,10.3,65.5
0,225.0,2.0,0.3,73.0,7.2,73.0,452.4631926,0.01,0.509,10.3,65.1
0,23.0,19.5,0.4,74.0,7.3,73.0,461.723722,0.87,0.508,10.3,64.7
0,235.0,19.0,0.4,7.0,7.4,71.0,443.9611,0.87,0.506,10.2,64.3
0,241.0,18.5,0.4,73.0,7.5,73.0,454.963464,0.97,0.504,10.2,63.8
0,248.0,18.0,0.5,7.0,7.6,7.0,412.739341,1.03,0.503,10.2,63.3
0,254.0,17.6,0.5,77.0,7.7,76.0,415.6893226,0.91,0.5,9.7,62.8
0,259.0,17.1,0.5,77.0,7.8,77.0,47.733254,0.68,0.491,9.4,62.3
0,261.0,16.7,0.6,84.0,7.9,83.0,377.8482928,0.71,0.483,9.1,61.9
0,263.0,16.3,0.6,85.0,8.0,83.0,292.157443,0.68,0.478,9.0,61.4
0,265.0,15.8,0.6,85.0,8.1,8.0,274.819723,0.72,0.473,8.9,69.0
0,267.0,15.4,0.6,78.0,8.2,74.0,245.1235876,0.81,0.466,8.7,64.0
0,268.0,15.0,0.7,66.0,8.3,65.0,316.7998965,0.93,0.457,8.5,59.9
0,271.0,14.7,0.7,62.0,8.5,61.0,262.2859481,0.9,0.462,8.3,59.3
0,276.0,14.3,0.7,6.0,8.6,6.0,278.555732,1.05,0.456,8.2,58.7
0,283.0,13.9,0.6,57.0,8.7,58.0,245.939659,1.16,0.0,8.0,57.9
0,365.0,19.6,4.8,88.0,6.4,88.0,362.6575444,3.755,0.473,10.8,58.3
0,377.0,19.2,5.1,91.0,6.5,87.0,354.7253961,0.01,0.466,10.7,57.6
0,394.0,18.8,6.3,89.0,6.5,89.0,332.922339,0.01,0.459,10.7,56.7
0,42.0,18.4,8.3,96.0,6.6,95.0,374.51882,0.01,0.454,10.7,55.3
0,441.0,18.0,11.2,97.0,6.7,97.0,512.125451,1.23,0.444,10.6,54.1
0,462.0,17.6,13.7,93.0,6.8,86.0,458.8681744,1.08,0.43,10.2,52.9
0,491.0,17.3,14.9,93.0,6.9,93.0,42.7379657,1.16,0.415,9.9,51.5
0,525.0,16.9,16.9,91.0,7.0,92.0,372.842678,1.27,0.4,9.6,50.0
0,559.0,16.6,19.3,87.0,7.1,88.0,32.2227274,1.18,0.387,9.7,48.5
0,587.0,16.2,21.1,99.0,7.3,99.0,297.6971211,1.18,0.377,9.6,47.1
0,66.0,15.9,22.4,93.0,7.4,94.0,28.3673842,1.04,0.371,9.7,46.0
0,615.0,15.5,23.4,89.0,7.5,94.0,274.2256294,1.11,0.366,10.0,45.1
0,613.0,15.2,24.2,84.0,7.6,85.0,26.152517,1.08,0.362,10.3,44.6
0,67.0,14.8,24.7,64.0,7.7,79.0,29.9798977,1.1,0.388,10.4,44.0
0,599.0,14.4,25.1,9.0,7.9,86.0,146.7615397,1.15,0.387,10.1,43.5
0,588.0,14.1,25.5,75.0,8.0,73.0,153.2594872,1.18,0.391,10.7,43.1
0,123.0,4.6,0.1,99.0,7.5,99.0,9643.644683,3.755,0.787,13.1,75.0
0,126.0,39.5,0.1,97.0,7.6,97.0,11183.96191,0.52,0.783,13.0,74.8
0,128.0,38.5,0.1,97.0,7.8,97.0,1882.27842,0.53,0.779,12.9,74.6
0,129.0,37.4,0.1,97.0,7.9,97.0,1779.49641,0.53,0.776,12.9,74.5
0,13.0,36.3,0.1,96.0,8.0,96.0,145.1262,0.51,0.774,13.0,74.3
0,131.0,35.3,0.1,96.0,8.2,96.0,971.356987,0.49,0.764,12.8,74.1
0,131.0,34.4,0.1,97.0,8.3,97.0,7326.744435,0.47,0.756,12.6,74.0
0,132.0,33.4,0.1,97.0,8.5,97.0,8513.629541,0.47,0.747,12.5,73.8
0,133.0,32.5,0.1,97.0,8.7,97.0,7269.17114,0.43,0.736,12.3,73.7
0,134.0,31.6,0.1,95.0,8.8,95.0,6222.982955,0.42,0.732,12.7,73.6
0,135.0,3.7,0.1,96.0,9.0,96.0,5593.822995,0.46,0.734,12.9,73.4
0,137.0,29.8,0.1,95.0,9.2,95.0,4955.477743,0.49,0.731,12.7,73.2
0,138.0,28.8,0.1,96.0,9.3,96.0,4463.675893,0.48,0.724,12.1,73.1
0,14.0,27.9,0.1,94.0,9.5,94.0,4167.364387,0.49,0.723,12.0,72.9
0,144.0,27.0,0.1,96.0,9.7,95.0,3915.11546,0.53,0.725,11.9,72.7
0,149.0,26.0,0.1,98.0,9.8,98.0,445.17471,0.54,0.715,11.6,72.4
0,61.0,27.4,0.1,99.0,13.6,99.0,8395.785198,3.755,0.701,12.7,78.5
0,62.0,26.2,0.1,99.0,13.6,99.0,7716.2415,0.01,0.693,12.7,78.2
0,64.0,25.1,0.1,99.0,13.7,99.0,7112.33575,0.01,0.683,12.4,77.9
0,65.0,24.1,0.1,99.0,13.8,99.0,6541.7465,0.01,0.675,12.1,77.6
0,67.0,23.1,0.1,96.0,13.9,96.0,6497.55443,1.92,0.663,11.8,77.3
0,73.0,22.1,0.1,96.0,14.0,97.0,633.79498,1.83,0.653,11.6,76.7
0,75.0,21.2,0.1,98.0,14.1,98.0,597.1659,1.59,0.651,11.8,76.3
0,81.0,2.3,0.1,98.0,14.2,98.0,5828.621374,1.76,0.641,11.8,75.9
0,82.0,19.5,0.1,98.0,14.3,98.0,52.862285,1.78,0.632,11.9,75.4
0,88.0,18.7,0.1,98.0,14.3,98.0,4428.522898,1.62,0.622,12.0,75.0
0,93.0,18.0,0.1,98.0,14.4,98.0,3488.493769,1.47,0.625,12.1,74.3
0,16.0,17.3,0.1,96.0,14.5,96.0,3853.33348,1.6,0.617,12.2,73.4
0,112.0,16.7,0.1,98.0,14.6,98.0,3432.247841,1.75,0.601,11.8,72.7
0,124.0,16.2,0.1,98.0,14.6,98.0,32.37239,1.95,0.597,12.0,71.8
0,129.0,15.6,0.1,98.0,14.7,97.0,298.67598,1.98,0.587,11.8,78.0
0,139.0,15.2,0.1,98.0,14.8,98.0,2182.99711,1.83,0.577,11.3,69.6
0,266.0,23.8,1.5,64.0,7.7,66.0,729.725338,3.755,0.438,8.4,58.2
0,272.0,23.2,1.6,73.0,7.9,74.0,825.5729915,0.01,0.43,8.2,57.8
0,275.0,22.5,1.6,69.0,8.1,7.0,777.659139,0.01,0.421,8.0,57.3
0,27.0,21.9,1.5,66.0,8.3,72.0,777.3476868,0.01,0.411,7.7,57.2
0,271.0,21.3,1.5,66.0,8.5,72.0,835.88998,0.61,0.404,7.5,56.8
0,273.0,2.7,1.5,73.0,8.8,77.0,78.377632,0.6,0.396,7.3,56.5
0,276.0,2.2,1.6,73.0,9.0,77.0,697.153124,0.59,0.385,7.1,56.0
0,278.0,19.6,1.6,74.0,9.2,74.0,689.6784228,0.57,0.36,5.8,55.5
0,282.0,19.0,1.7,74.0,9.4,76.0,595.6368319,0.55,0.363,6.4,55.0
0,288.0,18.5,1.8,78.0,9.7,79.0,521.6425796,0.53,0.35,6.1,54.3
0,29.0,18.0,1.9,77.0,9.9,78.0,487.942556,0.55,0.338,5.8,53.6
0,296.0,17.5,2.0,69.0,1.1,7.0,439.3572924,0.49,0.333,5.5,52.8
0,299.0,17.0,2.2,63.0,1.3,67.0,391.791281,0.54,0.318,5.2,52.0
0,31.0,16.5,2.3,61.0,1.5,65.0,334.22416,0.53,0.308,4.9,51.2
0,34.0,16.1,2.4,49.0,1.8,56.0,36.8473237,0.51,0.297,4.6,55.0
0,37.0,15.6,2.5,43.0,11.0,53.0,269.3483829,0.47,0.291,4.4,49.8
1,54.0,69.6,0.1,97.0,0.8,97.0,23819.4636,3.755,0.853,14.6,81.7
1,55.0,69.2,0.1,99.0,0.8,99.0,2618.92599,8.49,0.847,14.3,81.4
1,57.0,68.8,0.1,99.0,0.8,99.0,2393.1888,8.58,0.828,14.2,81.1
1,58.0,68.4,0.1,99.0,0.8,99.0,2193.8836,7.67,0.821,14.1,81.0
1,59.0,68.0,0.1,96.0,0.8,96.0,22821.847,6.91,0.826,14.8,87.0
1,62.0,67.6,0.1,76.0,0.8,76.0,2187.79469,7.91,0.819,14.6,83.0
1,63.0,67.1,0.1,73.0,0.8,73.0,2675.58259,7.38,0.815,14.4,82.0
1,64.0,66.6,0.1,72.0,0.7,72.0,21928.767,7.14,0.813,14.6,80.0
1,65.0,66.1,0.1,74.0,0.7,76.0,19375.5696,7.45,0.808,14.4,79.6
1,66.0,65.6,0.1,85.0,0.7,83.0,16671.5672,8.84,0.809,14.8,79.3
1,67.0,65.0,0.1,92.0,0.7,94.0,15835.34667,6.41,0.805,14.8,79.0
1,69.0,64.5,0.1,89.0,0.7,89.0,1519.5497,6.53,0.797,14.2,78.7
1,71.0,63.9,0.1,94.0,0.7,94.0,13689.98999,6.7,0.79,13.8,78.5
1,75.0,63.4,0.1,95.0,0.7,95.0,11843.9392,5.73,0.786,13.8,78.2
1,79.0,62.8,0.1,95.0,0.7,95.0,1121.78636,5.62,0.783,13.7,77.8
1,8.0,62.3,0.1,94.0,0.8,94.0,1139.5651,5.59,0.779,13.8,77.5
0,144.0,81.6,0.1,79.0,0.1,79.0,3617.752354,0.01,0.677,0.0,72.1
0,25.0,3.8,0.9,73.0,7.8,67.0,1158.256469,3.755,0.513,8.5,63.1
0,26.0,3.1,0.9,84.0,8.0,84.0,1326.66882,0.01,0.509,8.5,63.0
0,28.0,29.4,1.1,8.0,8.1,8.0,145.57838,0.01,0.501,8.2,62.7
0,29.0,28.8,1.2,8.0,8.3,8.0,1364.283745,0.01,0.491,7.8,62.5
0,212.0,28.1,1.2,75.0,8.5,73.0,1393.261593,0.01,0.487,7.7,62.2
0,214.0,27.4,1.2,64.0,8.7,52.0,123.383675,0.01,0.484,7.6,62.0
0,215.0,26.8,1.2,64.0,8.9,63.0,146.83851,0.01,0.476,7.1,61.7
0,217.0,26.1,1.3,74.0,9.2,73.0,1167.535689,0.02,0.475,7.2,61.4
0,219.0,25.5,1.3,75.0,9.4,75.0,113.3128,0.02,0.475,7.4,61.2
0,221.0,24.8,1.3,68.0,9.6,68.0,944.134851,0.01,0.466,7.2,69.0
0,223.0,24.2,1.3,71.0,9.8,71.0,697.7451989,0.01,0.461,7.2,66.0
0,224.0,23.6,1.3,7.0,1.0,68.0,62.547286,0.01,0.451,6.7,64.0
0,226.0,22.9,1.3,76.0,1.3,75.0,528.586613,0.01,0.447,6.6,63.0
0,228.0,22.3,1.2,89.0,1.5,91.0,46.9542322,0.02,0.446,6.5,62.0
0,229.0,21.7,1.2,75.0,1.7,75.0,464.229758,0.01,0.444,6.5,61.0
0,23.0,21.1,1.1,51.0,1.9,58.0,477.476124,0.03,0.443,6.4,60.0
0,146.0,33.3,0.1,97.0,6.9,98.0,9252.11724,3.755,0.779,15.2,74.6
0,148.0,32.8,0.1,97.0,7.0,98.0,1153.93822,0.01,0.769,14.7,74.2
0,147.0,32.3,0.1,98.0,7.0,98.0,9637.265,0.01,0.765,14.7,74.1
0,154.0,31.8,0.1,98.0,7.1,98.0,9291.227619,0.01,0.756,14.3,73.9
0,158.0,31.3,0.1,98.0,7.1,98.0,9197.26972,3.03,0.748,14.1,73.6
0,163.0,3.7,0.2,99.0,7.2,99.0,8.376432,2.95,0.74,14.0,73.3
0,166.0,3.2,0.1,99.0,7.3,99.0,7318.12641,2.83,0.734,13.8,72.8
0,166.0,29.7,0.1,99.0,7.4,99.0,83.635,2.49,0.728,13.6,72.7
0,161.0,29.1,0.1,97.0,7.5,96.0,6574.654338,3.24,0.72,13.5,72.9
0,165.0,28.6,0.1,97.0,7.6,98.0,5695.969327,3.73,0.713,13.4,71.8
0,168.0,28.0,0.1,97.0,7.7,97.0,5116.45424,3.94,0.704,13.0,72.1
0,168.0,27.5,0.1,98.0,7.8,98.0,5229.876738,4.16,0.696,12.8,71.9
0,174.0,26.9,0.1,99.0,7.9,99.0,4623.347642,4.08,0.687,12.6,71.5
0,179.0,26.4,0.1,88.0,7.9,88.0,3957.51296,4.14,0.683,12.5,71.5
0,177.0,25.8,0.1,92.0,8.0,93.0,3792.182152,4.38,0.673,12.2,71.5
0,177.0,25.3,0.1,88.0,8.1,88.0,3861.32414,4.6,0.667,12.1,71.0
0,122.0,63.5,0.1,87.0,1.5,87.0,9143.128494,3.755,0.758,13.3,76.7
0,122.0,62.8,0.1,87.0,1.6,87.0,1452.27766,5.26,0.754,13.1,76.6
0,12.0,62.1,0.1,83.0,1.6,83.0,1298.86766,5.23,0.753,12.9,76.6
0,123.0,61.5,0.1,99.0,1.6,99.0,982.532572,5.29,0.748,12.7,76.3
0,124.0,6.8,0.1,97.0,1.6,97.0,9834.472689,5.3,0.745,12.6,76.1
0,127.0,6.1,0.1,95.0,1.6,95.0,8959.581416,5.21,0.739,12.5,75.6
0,13.0,59.4,0.1,95.0,1.7,95.0,7748.12331,5.27,0.738,12.5,75.7
0,127.0,58.7,0.1,96.0,1.7,96.0,9689.52887,5.36,0.735,12.3,75.6
0,123.0,57.9,0.1,98.0,1.7,98.0,933.341687,5.35,0.731,12.3,76.0
0,125.0,57.2,0.1,98.0,1.8,98.0,8767.92258,5.11,0.723,12.2,75.8
0,126.0,56.4,0.1,98.0,1.8,98.0,7986.798439,4.93,0.719,12.2,75.3
0,124.0,55.7,0.1,98.0,1.8,98.0,7199.59665,4.9,0.714,12.1,75.4
0,127.0,54.9,0.1,98.0,1.9,98.0,6751.998987,4.88,0.708,11.9,75.0
0,127.0,54.1,0.1,97.0,1.9,98.0,716.8219,4.77,0.703,11.6,75.0
0,126.0,53.2,0.1,97.0,1.9,97.0,731.378864,4.86,0.7,11.6,75.0
0,129.0,52.4,0.1,97.0,2.0,97.0,672.92113,4.99,0.694,11.4,74.8
0,166.0,69.4,0.1,72.0,0.2,71.0,1766.947595,3.755,0.637,11.7,69.4
0,164.0,68.7,0.1,77.0,0.2,76.0,1766.947595,1.58,0.639,11.7,69.4
0,166.0,68.1,0.1,81.0,0.2,81.0,1766.947595,1.67,0.641,11.7,69.2
0,168.0,67.5,0.1,81.0,0.2,81.0,1766.947595,2.98,0.64,11.7,69.0
0,169.0,67.0,0.1,84.0,0.2,83.0,1766.947595,1.89,0.638,11.7,68.9
0,171.0,66.4,0.1,85.0,0.2,85.0,1766.947595,1.76,0.633,11.5,68.7
0,172.0,65.8,0.1,91.0,0.2,81.0,1766.947595,2.06,0.629,11.4,68.5
0,174.0,65.2,0.1,85.0,0.2,88.0,1766.947595,1.97,0.628,11.2,68.4
0,175.0,64.7,0.1,79.0,0.2,79.0,1766.947595,1.64,0.625,11.0,68.2
0,176.0,64.1,0.1,67.0,0.2,81.0,1766.947595,1.73,0.622,10.9,68.0
0,178.0,63.6,0.1,94.0,0.2,94.0,1766.947595,1.9,0.617,10.7,67.9
0,179.0,63.2,0.1,78.0,0.2,82.0,1766.947595,2.02,0.616,10.5,67.7
0,18.0,62.8,0.1,92.0,0.2,88.0,1766.947595,3.15,0.612,10.4,67.5
0,21.0,62.4,0.1,84.0,0.2,84.0,1766.947595,2.78,0.608,10.2,66.2
0,183.0,62.0,0.1,75.0,0.3,79.0,1766.947595,2.82,0.604,10.1,67.2
0,185.0,61.5,0.1,85.0,0.3,85.0,1766.947595,2.23,0.0,0.0,67.0
0,144.0,43.5,0.1,99.0,3.3,99.0,1766.947595,0.01,0.677,12.3,72.1
0,222.0,52.7,0.1,99.0,2.2,99.0,3944.1839,3.755,0.733,14.8,68.8
0,225.0,51.5,0.1,99.0,2.2,99.0,4181.583321,0.01,0.729,14.8,68.4
0,227.0,5.4,0.1,98.0,2.2,98.0,4385.379355,0.01,0.72,14.7,68.1
0,231.0,49.2,0.1,99.0,2.2,99.0,4368.82248,0.01,0.712,14.7,67.8
0,235.0,48.0,0.1,99.0,2.2,99.0,3769.595255,0.01,0.701,14.6,67.3
0,25.0,46.9,0.1,96.0,2.2,96.0,265.353659,5.8,0.693,14.3,66.3
0,235.0,45.9,0.1,95.0,2.2,96.0,1717.898761,4.61,0.686,13.8,66.9
0,225.0,44.9,0.1,96.0,2.2,95.0,2139.625631,4.26,0.673,13.4,67.4
0,26.0,43.9,0.1,95.0,2.2,99.0,1634.81431,3.79,0.661,13.0,65.9
0,271.0,43.0,0.1,99.0,2.2,98.0,1334.651896,2.91,0.649,12.7,65.0
0,274.0,42.1,0.1,99.0,2.3,99.0,998.8226671,2.75,0.637,11.8,64.5
0,284.0,41.3,0.1,99.0,2.3,99.0,797.8377432,1.75,0.621,11.2,64.0
0,271.0,4.5,0.1,98.0,2.4,98.0,646.561295,1.31,0.609,10.5,64.0
0,263.0,39.8,0.1,98.0,2.4,98.0,571.51883,2.43,0.599,10.1,63.8
0,266.0,39.1,0.1,95.0,2.5,95.0,524.145924,2.87,0.588,9.4,63.2
0,274.0,38.5,0.1,94.0,2.6,94.0,474.2133361,2.79,0.582,8.9,62.8
0,16.0,61.8,0.1,89.0,1.8,89.0,6461.192554,3.755,0.804,15.1,76.1
0,17.0,61.3,0.1,91.0,1.8,91.0,7378.345289,0.01,0.803,15.1,75.9
0,19.0,6.7,0.1,94.0,1.8,94.0,7186.429787,0.01,0.799,15.1,75.8
0,11.0,6.2,0.1,94.0,1.9,94.0,6586.71929,0.01,0.797,15.1,75.6
0,113.0,59.7,0.1,95.0,1.9,95.0,7318.742449,6.56,0.792,15.1,75.4
0,115.0,59.1,0.1,94.0,2.0,93.0,6682.281158,6.56,0.787,15.0,75.3
0,117.0,58.5,0.1,92.0,2.0,91.0,6698.79439,6.45,0.785,14.6,75.0
0,121.0,57.8,0.1,95.0,2.1,95.0,7325.73474,6.17,0.774,14.2,74.6
0,125.0,57.2,0.1,92.0,2.1,92.0,5957.145693,4.98,0.762,13.6,74.2
0,13.0,56.5,0.1,9.0,2.2,9.0,4383.59597,5.38,0.751,13.2,73.8
0,133.0,55.7,0.1,93.0,2.3,93.0,3674.617924,3.755,0.746,12.8,73.6
0,134.0,55.0,0.1,93.0,2.3,93.0,338.199535,0.01,0.74,12.6,73.5
0,134.0,54.2,0.1,93.0,2.4,93.0,2789.1735,0.01,0.0,0.0,73.5
0,136.0,53.5,0.1,93.0,2.5,93.0,216.243274,0.01,0.0,0.0,73.4
0,136.0,52.7,0.1,93.0,2.5,93.0,199.583957,0.01,0.0,0.0,73.3
0,144.0,51.9,0.1,93.0,2.6,93.0,1627.42893,0.01,0.0,0.0,73.0
0,95.0,58.5,0.1,99.0,6.4,99.0,2847.285569,3.755,0.645,12.1,74.3
0,96.0,57.5,0.1,99.0,6.4,99.0,3154.513484,0.43,0.64,12.1,74.1
0,97.0,56.5,0.1,99.0,6.4,99.0,3111.762887,0.45,0.634,12.1,73.9
0,99.0,55.5,0.1,99.0,6.3,99.0,294.746728,0.55,0.623,11.6,73.6
0,14.0,54.6,0.1,99.0,6.3,98.0,339.91616,0.54,0.612,11.2,73.3
0,11.0,53.6,0.1,99.0,6.3,99.0,2834.2472,0.56,0.603,10.7,72.8
0,116.0,52.7,0.1,99.0,6.4,99.0,2861.5545,0.62,0.596,10.5,72.3
0,123.0,51.7,0.1,99.0,6.4,99.0,2884.94776,0.51,0.589,10.3,71.8
0,128.0,5.8,0.1,95.0,6.4,95.0,2494.353552,0.56,0.581,10.0,71.4
0,133.0,49.9,0.1,97.0,6.4,97.0,2191.478567,0.58,0.575,10.0,71.0
0,137.0,49.1,0.1,98.0,6.5,98.0,213.755559,0.47,0.569,9.8,77.0
0,142.0,48.2,0.1,97.0,6.5,97.0,1948.812275,0.56,0.561,9.6,72.0
0,146.0,47.3,0.1,91.0,6.6,91.0,1721.973863,0.58,0.551,9.3,69.9
0,15.0,46.5,0.1,94.0,6.6,94.0,1413.757176,0.46,0.54,8.8,69.5
0,155.0,45.7,0.1,96.0,6.7,93.0,1336.775376,0.46,0.53,8.5,69.0
0,16.0,44.8,0.1,95.0,6.7,95.0,1332.382358,0.45,0.519,8.0,68.6
0,355.0,22.6,3.9,8.0,3.6,8.0,528.3125597,3.755,0.414,9.1,57.6
